season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2018-2019,201920,05/18/19,Central,Coronavirus_UnknownType,5,67,7.46
2018-2019,201920,05/18/19,Central,Total_Coronavirus,6,67,8.96
2018-2019,201920,05/18/19,Central,Enterovirus_Rhinovirus,15,99,15.15
2018-2019,201920,05/18/19,Central,HMPV,0,99,0.00
2018-2019,201920,05/18/19,Central,Parainfluenza_1,0,99,0.00
2018-2019,201920,05/18/19,Central,Parainfluenza_2,0,99,0.00
2018-2019,201920,05/18/19,Central,Parainfluenza_3,9,99,9.09
2018-2019,201920,05/18/19,Central,Parainfluenza_4,0,99,0.00
2018-2019,201920,05/18/19,Central,Parainfluenza_UnknownType,0,99,0.00
2018-2019,201920,05/18/19,Central,Total_Parainfluenza,9,99,9.09
2018-2019,201920,05/18/19,Lower Southern,Influenza_A,4,186,2.15
2018-2019,201920,05/18/19,Lower Southern,Influenza_B,3,186,1.61
2018-2019,201920,05/18/19,Lower Southern,Total_Influenza,7,186,3.76
2018-2019,201920,05/18/19,Lower Southern,RSV,3,153,1.96
2018-2019,201920,05/18/19,Lower Southern,Adenovirus,9,104,8.65
2018-2019,201920,05/18/19,Lower Southern,Coronavirus_HKU1,2,104,1.92
2018-2019,201920,05/18/19,Lower Southern,Coronavirus_NL63,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Coronavirus_OC43,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Coronavirus_229E,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Coronavirus_UnknownType,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Total_Coronavirus,2,104,1.92
2018-2019,201920,05/18/19,Lower Southern,Enterovirus_Rhinovirus,39,104,37.50
2018-2019,201920,05/18/19,Lower Southern,HMPV,3,104,2.88
2018-2019,201920,05/18/19,Lower Southern,Parainfluenza_1,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Parainfluenza_2,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Parainfluenza_3,22,104,21.15
2018-2019,201920,05/18/19,Lower Southern,Parainfluenza_4,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Parainfluenza_UnknownType,0,104,0.00
2018-2019,201920,05/18/19,Lower Southern,Total_Parainfluenza,22,104,21.15
2018-2019,201920,05/18/19,Northern,Influenza_A,1,76,1.32
2018-2019,201920,05/18/19,Northern,Influenza_B,0,76,0.00
2018-2019,201920,05/18/19,Northern,Total_Influenza,1,76,1.32
2018-2019,201920,05/18/19,Northern,RSV,0,62,0.00
2018-2019,201920,05/18/19,Northern,Adenovirus,7,57,12.28
2018-2019,201920,05/18/19,Northern,Coronavirus_HKU1,0,0,
2018-2019,201920,05/18/19,Northern,Coronavirus_NL63,0,0,
2018-2019,201920,05/18/19,Northern,Coronavirus_OC43,0,0,
2018-2019,201920,05/18/19,Northern,Coronavirus_229E,0,0,
2018-2019,201920,05/18/19,Northern,Coronavirus_UnknownType,0,0,
2018-2019,201920,05/18/19,Northern,Total_Coronavirus,0,0,
2018-2019,201920,05/18/19,Northern,Enterovirus_Rhinovirus,0,57,0.00
2018-2019,201920,05/18/19,Northern,HMPV,0,57,0.00
2018-2019,201920,05/18/19,Northern,Parainfluenza_1,0,57,0.00
2018-2019,201920,05/18/19,Northern,Parainfluenza_2,0,57,0.00
2018-2019,201920,05/18/19,Northern,Parainfluenza_3,9,57,15.79
2018-2019,201920,05/18/19,Northern,Parainfluenza_4,0,57,0.00
2018-2019,201920,05/18/19,Northern,Parainfluenza_UnknownType,0,57,0.00
2018-2019,201920,05/18/19,Northern,Total_Parainfluenza,9,57,15.79
2018-2019,201920,05/18/19,Upper Southern,Influenza_A,1,459,0.22
2018-2019,201920,05/18/19,Upper Southern,Influenza_B,1,459,0.22
2018-2019,201920,05/18/19,Upper Southern,Total_Influenza,2,459,0.44
2018-2019,201920,05/18/19,Upper Southern,RSV,10,442,2.26
2018-2019,201920,05/18/19,Upper Southern,Adenovirus,14,363,3.86
2018-2019,201920,05/18/19,Upper Southern,Coronavirus_HKU1,0,210,0.00
2018-2019,201920,05/18/19,Upper Southern,Coronavirus_NL63,0,210,0.00
2018-2019,201920,05/18/19,Upper Southern,Coronavirus_OC43,0,210,0.00
2018-2019,201920,05/18/19,Upper Southern,Coronavirus_229E,0,210,0.00
2018-2019,201920,05/18/19,Upper Southern,Coronavirus_UnknownType,3,210,1.43
2018-2019,201920,05/18/19,Upper Southern,Total_Coronavirus,3,210,1.43
2018-2019,201920,05/18/19,Upper Southern,Enterovirus_Rhinovirus,96,363,26.45
2018-2019,201920,05/18/19,Upper Southern,HMPV,8,363,2.20
2018-2019,201920,05/18/19,Upper Southern,Parainfluenza_1,1,363,0.28
2018-2019,201920,05/18/19,Upper Southern,Parainfluenza_2,0,363,0.00
2018-2019,201920,05/18/19,Upper Southern,Parainfluenza_3,43,363,11.85
2018-2019,201920,05/18/19,Upper Southern,Parainfluenza_4,0,363,0.00
2018-2019,201920,05/18/19,Upper Southern,Parainfluenza_UnknownType,0,363,0.00
2018-2019,201920,05/18/19,Upper Southern,Total_Parainfluenza,44,363,12.12
2018-2019,201920,05/18/19,Upper/Lower Southern,Influenza_A,10,678,1.47
2018-2019,201920,05/18/19,Upper/Lower Southern,Influenza_B,2,678,0.29
2018-2019,201920,05/18/19,Upper/Lower Southern,Total_Influenza,12,678,1.77
2018-2019,201920,05/18/19,Upper/Lower Southern,RSV,4,678,0.59
2018-2019,201920,05/18/19,Upper/Lower Southern,Adenovirus,25,678,3.69
2018-2019,201920,05/18/19,Upper/Lower Southern,Coronavirus_HKU1,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Coronavirus_NL63,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Coronavirus_OC43,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Coronavirus_229E,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Coronavirus_UnknownType,6,678,0.88
2018-2019,201920,05/18/19,Upper/Lower Southern,Total_Coronavirus,6,678,0.88
2018-2019,201920,05/18/19,Upper/Lower Southern,Enterovirus_Rhinovirus,140,678,20.65
2018-2019,201920,05/18/19,Upper/Lower Southern,HMPV,20,678,2.95
2018-2019,201920,05/18/19,Upper/Lower Southern,Parainfluenza_1,2,678,0.29
2018-2019,201920,05/18/19,Upper/Lower Southern,Parainfluenza_2,1,678,0.15
2018-2019,201920,05/18/19,Upper/Lower Southern,Parainfluenza_3,71,678,10.47
2018-2019,201920,05/18/19,Upper/Lower Southern,Parainfluenza_4,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,678,0.00
2018-2019,201920,05/18/19,Upper/Lower Southern,Total_Parainfluenza,74,678,10.91
2018-2019,201921,05/25/19,Bay Area,Influenza_A,5,330,1.52
2018-2019,201921,05/25/19,Bay Area,Influenza_B,3,330,0.91
2018-2019,201921,05/25/19,Bay Area,Total_Influenza,8,330,2.42
2018-2019,201921,05/25/19,Bay Area,RSV,4,330,1.21
2018-2019,201921,05/25/19,Bay Area,Adenovirus,12,268,4.48
2018-2019,201921,05/25/19,Bay Area,Coronavirus_HKU1,0,0,
2018-2019,201921,05/25/19,Bay Area,Coronavirus_NL63,0,0,
2018-2019,201921,05/25/19,Bay Area,Coronavirus_OC43,0,0,
2018-2019,201921,05/25/19,Bay Area,Coronavirus_229E,0,0,
2018-2019,201921,05/25/19,Bay Area,Coronavirus_UnknownType,0,0,
2018-2019,201921,05/25/19,Bay Area,Total_Coronavirus,0,0,
2018-2019,201921,05/25/19,Bay Area,Enterovirus_Rhinovirus,29,268,10.82
2018-2019,201921,05/25/19,Bay Area,HMPV,4,268,1.49
2018-2019,201921,05/25/19,Bay Area,Parainfluenza_1,0,268,0.00
2018-2019,201921,05/25/19,Bay Area,Parainfluenza_2,0,268,0.00
2018-2019,201921,05/25/19,Bay Area,Parainfluenza_3,29,268,10.82
2018-2019,201921,05/25/19,Bay Area,Parainfluenza_4,0,268,0.00
2018-2019,201921,05/25/19,Bay Area,Parainfluenza_UnknownType,0,268,0.00
2018-2019,201921,05/25/19,Bay Area,Total_Parainfluenza,29,268,10.82
2018-2019,201921,05/25/19,California,Influenza_A,20,1763,1.13
2018-2019,201921,05/25/19,California,Influenza_B,7,1763,0.40
2018-2019,201921,05/25/19,California,Total_Influenza,27,1763,1.53
2018-2019,201921,05/25/19,California,RSV,16,1700,0.94
2018-2019,201921,05/25/19,California,Adenovirus,61,1510,4.04
2018-2019,201921,05/25/19,California,Coronavirus_HKU1,2,999,0.20
2018-2019,201921,05/25/19,California,Coronavirus_NL63,0,999,0.00
2018-2019,201921,05/25/19,California,Coronavirus_OC43,2,999,0.20
2018-2019,201921,05/25/19,California,Coronavirus_229E,0,999,0.00
2018-2019,201921,05/25/19,California,Coronavirus_UnknownType,60,999,6.01
2018-2019,201921,05/25/19,California,Total_Coronavirus,64,999,6.41
2018-2019,201921,05/25/19,California,Enterovirus_Rhinovirus,377,1510,24.97
2018-2019,201921,05/25/19,California,HMPV,36,1510,2.38
2018-2019,201921,05/25/19,California,Parainfluenza_1,5,1510,0.33
2018-2019,201921,05/25/19,California,Parainfluenza_2,0,1510,0.00
2018-2019,201921,05/25/19,California,Parainfluenza_3,138,1510,9.14
2018-2019,201921,05/25/19,California,Parainfluenza_4,2,1510,0.13
2018-2019,201921,05/25/19,California,Parainfluenza_UnknownType,0,1510,0.00
2018-2019,201921,05/25/19,California,Total_Parainfluenza,145,1510,9.60
2018-2019,201921,05/25/19,Central,Influenza_A,2,91,2.20
2018-2019,201921,05/25/19,Central,Influenza_B,0,91,0.00
2018-2019,201921,05/25/19,Central,Total_Influenza,2,91,2.20
2018-2019,201921,05/25/19,Central,RSV,3,89,3.37
2018-2019,201921,05/25/19,Central,Adenovirus,3,89,3.37
2018-2019,201921,05/25/19,Central,Coronavirus_HKU1,0,70,0.00
2018-2019,201921,05/25/19,Central,Coronavirus_NL63,0,70,0.00
2018-2019,201921,05/25/19,Central,Coronavirus_OC43,2,70,2.86
2018-2019,201921,05/25/19,Central,Coronavirus_229E,0,70,0.00
2018-2019,201921,05/25/19,Central,Coronavirus_UnknownType,50,70,71.43
2018-2019,201921,05/25/19,Central,Total_Coronavirus,52,70,74.29
2018-2019,201921,05/25/19,Central,Enterovirus_Rhinovirus,33,89,37.08
2018-2019,201921,05/25/19,Central,HMPV,0,89,0.00
2018-2019,201921,05/25/19,Central,Parainfluenza_1,1,89,1.12
2018-2019,201921,05/25/19,Central,Parainfluenza_2,0,89,0.00
2018-2019,201921,05/25/19,Central,Parainfluenza_3,5,89,5.62
2018-2019,201921,05/25/19,Central,Parainfluenza_4,0,89,0.00
2018-2019,201921,05/25/19,Central,Parainfluenza_UnknownType,0,89,0.00
2018-2019,201921,05/25/19,Central,Total_Parainfluenza,6,89,6.74
2018-2019,201921,05/25/19,Lower Southern,Influenza_A,3,158,1.90
2018-2019,201921,05/25/19,Lower Southern,Influenza_B,1,158,0.63
2018-2019,201921,05/25/19,Lower Southern,Total_Influenza,4,158,2.53
2018-2019,201921,05/25/19,Lower Southern,RSV,0,127,0.00
2018-2019,201921,05/25/19,Lower Southern,Adenovirus,10,87,11.49
2018-2019,201921,05/25/19,Lower Southern,Coronavirus_HKU1,2,87,2.30
2018-2019,201921,05/25/19,Lower Southern,Coronavirus_NL63,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Coronavirus_OC43,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Coronavirus_229E,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Coronavirus_UnknownType,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Total_Coronavirus,2,87,2.30
2018-2019,201921,05/25/19,Lower Southern,Enterovirus_Rhinovirus,34,87,39.08
2018-2019,201921,05/25/19,Lower Southern,HMPV,5,87,5.75
2018-2019,201921,05/25/19,Lower Southern,Parainfluenza_1,2,87,2.30
2018-2019,201921,05/25/19,Lower Southern,Parainfluenza_2,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Parainfluenza_3,10,87,11.49
2018-2019,201921,05/25/19,Lower Southern,Parainfluenza_4,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Parainfluenza_UnknownType,0,87,0.00
2018-2019,201921,05/25/19,Lower Southern,Total_Parainfluenza,12,87,13.79
2018-2019,201921,05/25/19,Northern,Influenza_A,4,87,4.60
2018-2019,201921,05/25/19,Northern,Influenza_B,0,87,0.00
2018-2019,201921,05/25/19,Northern,Total_Influenza,4,87,4.60
2018-2019,201921,05/25/19,Northern,RSV,1,71,1.41
2018-2019,201921,05/25/19,Northern,Adenovirus,4,67,5.97
2018-2019,201921,05/25/19,Northern,Coronavirus_HKU1,0,0,
2018-2019,201921,05/25/19,Northern,Coronavirus_NL63,0,0,
2018-2019,201921,05/25/19,Northern,Coronavirus_OC43,0,0,
2018-2019,201921,05/25/19,Northern,Coronavirus_229E,0,0,
2018-2019,201921,05/25/19,Northern,Coronavirus_UnknownType,0,0,
2018-2019,201921,05/25/19,Northern,Total_Coronavirus,0,0,
2018-2019,201921,05/25/19,Northern,Enterovirus_Rhinovirus,0,67,0.00
2018-2019,201921,05/25/19,Northern,HMPV,0,67,0.00
2018-2019,201921,05/25/19,Northern,Parainfluenza_1,1,67,1.49
2018-2019,201921,05/25/19,Northern,Parainfluenza_2,0,67,0.00
2018-2019,201921,05/25/19,Northern,Parainfluenza_3,10,67,14.93
2018-2019,201921,05/25/19,Northern,Parainfluenza_4,1,67,1.49
2018-2019,201921,05/25/19,Northern,Parainfluenza_UnknownType,0,67,0.00
2018-2019,201921,05/25/19,Northern,Total_Parainfluenza,12,67,17.91
2018-2019,201921,05/25/19,Upper Southern,Influenza_A,2,444,0.45
2018-2019,201921,05/25/19,Upper Southern,Influenza_B,0,444,0.00
2018-2019,201921,05/25/19,Upper Southern,Total_Influenza,2,444,0.45
2018-2019,201921,05/25/19,Upper Southern,RSV,2,430,0.47
2018-2019,201921,05/25/19,Upper Southern,Adenovirus,7,346,2.02
2018-2019,201921,05/25/19,Upper Southern,Coronavirus_HKU1,0,189,0.00
2018-2019,201921,05/25/19,Upper Southern,Coronavirus_NL63,0,189,0.00
2018-2019,201921,05/25/19,Upper Southern,Coronavirus_OC43,0,189,0.00
2018-2019,201921,05/25/19,Upper Southern,Coronavirus_229E,0,189,0.00
2018-2019,201921,05/25/19,Upper Southern,Coronavirus_UnknownType,5,189,2.65
2018-2019,201921,05/25/19,Upper Southern,Total_Coronavirus,5,189,2.65
2018-2019,201921,05/25/19,Upper Southern,Enterovirus_Rhinovirus,116,346,33.53
2018-2019,201921,05/25/19,Upper Southern,HMPV,14,346,4.05
2018-2019,201921,05/25/19,Upper Southern,Parainfluenza_1,0,346,0.00
2018-2019,201921,05/25/19,Upper Southern,Parainfluenza_2,0,346,0.00
2018-2019,201921,05/25/19,Upper Southern,Parainfluenza_3,38,346,10.98
2018-2019,201921,05/25/19,Upper Southern,Parainfluenza_4,1,346,0.29
2018-2019,201921,05/25/19,Upper Southern,Parainfluenza_UnknownType,0,346,0.00
2018-2019,201921,05/25/19,Upper Southern,Total_Parainfluenza,39,346,11.27
2018-2019,201921,05/25/19,Upper/Lower Southern,Influenza_A,4,653,0.61
2018-2019,201921,05/25/19,Upper/Lower Southern,Influenza_B,3,653,0.46
2018-2019,201921,05/25/19,Upper/Lower Southern,Total_Influenza,7,653,1.07
2018-2019,201921,05/25/19,Upper/Lower Southern,RSV,6,653,0.92
2018-2019,201921,05/25/19,Upper/Lower Southern,Adenovirus,25,653,3.83
2018-2019,201921,05/25/19,Upper/Lower Southern,Coronavirus_HKU1,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Coronavirus_NL63,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Coronavirus_OC43,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Coronavirus_229E,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Coronavirus_UnknownType,5,653,0.77
2018-2019,201921,05/25/19,Upper/Lower Southern,Total_Coronavirus,5,653,0.77
2018-2019,201921,05/25/19,Upper/Lower Southern,Enterovirus_Rhinovirus,165,653,25.27
2018-2019,201921,05/25/19,Upper/Lower Southern,HMPV,13,653,1.99
2018-2019,201921,05/25/19,Upper/Lower Southern,Parainfluenza_1,1,653,0.15
2018-2019,201921,05/25/19,Upper/Lower Southern,Parainfluenza_2,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Parainfluenza_3,46,653,7.04
2018-2019,201921,05/25/19,Upper/Lower Southern,Parainfluenza_4,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,653,0.00
2018-2019,201921,05/25/19,Upper/Lower Southern,Total_Parainfluenza,47,653,7.20
2018-2019,201922,06/01/19,Bay Area,Influenza_A,4,284,1.41
2018-2019,201922,06/01/19,Bay Area,Influenza_B,1,284,0.35
2018-2019,201922,06/01/19,Bay Area,Total_Influenza,5,284,1.76
2018-2019,201922,06/01/19,Bay Area,RSV,0,284,0.00
2018-2019,201922,06/01/19,Bay Area,Adenovirus,16,241,6.64
2018-2019,201922,06/01/19,Bay Area,Coronavirus_HKU1,0,0,
2018-2019,201922,06/01/19,Bay Area,Coronavirus_NL63,0,0,
2018-2019,201922,06/01/19,Bay Area,Coronavirus_OC43,0,0,
2018-2019,201922,06/01/19,Bay Area,Coronavirus_229E,0,0,
2018-2019,201922,06/01/19,Bay Area,Coronavirus_UnknownType,0,0,
2018-2019,201922,06/01/19,Bay Area,Total_Coronavirus,0,0,
2018-2019,201922,06/01/19,Bay Area,Enterovirus_Rhinovirus,21,241,8.71
2018-2019,201922,06/01/19,Bay Area,HMPV,6,241,2.49
2018-2019,201922,06/01/19,Bay Area,Parainfluenza_1,1,241,0.41
2018-2019,201922,06/01/19,Bay Area,Parainfluenza_2,1,241,0.41
2018-2019,201922,06/01/19,Bay Area,Parainfluenza_3,25,241,10.37
2018-2019,201922,06/01/19,Bay Area,Parainfluenza_4,0,241,0.00
2018-2019,201922,06/01/19,Bay Area,Parainfluenza_UnknownType,0,241,0.00
2018-2019,201922,06/01/19,Bay Area,Total_Parainfluenza,27,241,11.20
2018-2019,201922,06/01/19,California,Influenza_A,18,1698,1.06
2018-2019,201922,06/01/19,California,Influenza_B,10,1698,0.59
2018-2019,201922,06/01/19,California,Total_Influenza,28,1698,1.65
2018-2019,201922,06/01/19,California,RSV,8,1643,0.49
2018-2019,201922,06/01/19,California,Adenovirus,66,1488,4.44
2018-2019,201922,06/01/19,California,Coronavirus_HKU1,2,1040,0.19
2018-2019,201922,06/01/19,California,Coronavirus_NL63,0,1040,0.00
2018-2019,201922,06/01/19,California,Coronavirus_OC43,0,1040,0.00
2018-2019,201922,06/01/19,California,Coronavirus_229E,0,1040,0.00
2018-2019,201922,06/01/19,California,Coronavirus_UnknownType,11,1040,1.06
2018-2019,201922,06/01/19,California,Total_Coronavirus,13,1040,1.25
2018-2019,201922,06/01/19,California,Enterovirus_Rhinovirus,349,1488,23.45
2018-2019,201922,06/01/19,California,HMPV,31,1488,2.08
2018-2019,201922,06/01/19,California,Parainfluenza_1,1,1488,0.07
2018-2019,201922,06/01/19,California,Parainfluenza_2,1,1488,0.07
2018-2019,201922,06/01/19,California,Parainfluenza_3,140,1488,9.41
2018-2019,201922,06/01/19,California,Parainfluenza_4,0,1488,0.00
2018-2019,201922,06/01/19,California,Parainfluenza_UnknownType,0,1488,0.00
2018-2019,201922,06/01/19,California,Total_Parainfluenza,142,1488,9.54
2018-2019,201922,06/01/19,Central,Influenza_A,0,104,0.00
2018-2019,201922,06/01/19,Central,Influenza_B,1,104,0.96
2018-2019,201922,06/01/19,Central,Total_Influenza,1,104,0.96
2018-2019,201922,06/01/19,Central,RSV,2,105,1.90
2018-2019,201922,06/01/19,Central,Adenovirus,8,104,7.69
2018-2019,201922,06/01/19,Central,Coronavirus_HKU1,2,83,2.41
2018-2019,201922,06/01/19,Central,Coronavirus_NL63,0,83,0.00
2018-2019,201922,06/01/19,Central,Coronavirus_OC43,0,83,0.00
2018-2019,201922,06/01/19,Central,Coronavirus_229E,0,83,0.00
2018-2019,201922,06/01/19,Central,Coronavirus_UnknownType,7,83,8.43
2018-2019,201922,06/01/19,Central,Total_Coronavirus,9,83,10.84
2018-2019,201922,06/01/19,Central,Enterovirus_Rhinovirus,40,104,38.46
2018-2019,201922,06/01/19,Central,HMPV,2,104,1.92
2018-2019,201922,06/01/19,Central,Parainfluenza_1,0,104,0.00
2018-2019,201922,06/01/19,Central,Parainfluenza_2,0,104,0.00
2018-2019,201922,06/01/19,Central,Parainfluenza_3,6,104,5.77
2018-2019,201922,06/01/19,Central,Parainfluenza_4,0,104,0.00
2018-2019,201922,06/01/19,Central,Parainfluenza_UnknownType,0,104,0.00
2018-2019,201922,06/01/19,Central,Total_Parainfluenza,6,104,5.77
2018-2019,201922,06/01/19,Lower Southern,Influenza_A,2,180,1.11
2018-2019,201922,06/01/19,Lower Southern,Influenza_B,4,180,2.22
2018-2019,201922,06/01/19,Lower Southern,Total_Influenza,6,180,3.33
2018-2019,201922,06/01/19,Lower Southern,RSV,1,145,0.69
2018-2019,201922,06/01/19,Lower Southern,Adenovirus,8,101,7.92
2018-2019,201922,06/01/19,Lower Southern,Coronavirus_HKU1,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Coronavirus_NL63,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Coronavirus_OC43,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Coronavirus_229E,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Coronavirus_UnknownType,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Total_Coronavirus,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Enterovirus_Rhinovirus,29,101,28.71
2018-2019,201922,06/01/19,Lower Southern,HMPV,3,101,2.97
2018-2019,201922,06/01/19,Lower Southern,Parainfluenza_1,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Parainfluenza_2,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Parainfluenza_3,10,101,9.90
2018-2019,201922,06/01/19,Lower Southern,Parainfluenza_4,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Parainfluenza_UnknownType,0,101,0.00
2018-2019,201922,06/01/19,Lower Southern,Total_Parainfluenza,10,101,9.90
2018-2019,201922,06/01/19,Northern,Influenza_A,2,59,3.39
2018-2019,201922,06/01/19,Northern,Influenza_B,1,59,1.69
2018-2019,201922,06/01/19,Northern,Total_Influenza,3,59,5.08
2018-2019,201922,06/01/19,Northern,RSV,1,46,2.17
2018-2019,201922,06/01/19,Northern,Adenovirus,1,42,2.38
2018-2019,201922,06/01/19,Northern,Coronavirus_HKU1,0,0,
2018-2019,201922,06/01/19,Northern,Coronavirus_NL63,0,0,
2018-2019,201922,06/01/19,Northern,Coronavirus_OC43,0,0,
2018-2019,201922,06/01/19,Northern,Coronavirus_229E,0,0,
2018-2019,201922,06/01/19,Northern,Coronavirus_UnknownType,0,0,
2018-2019,201922,06/01/19,Northern,Total_Coronavirus,0,0,
2018-2019,201922,06/01/19,Northern,Enterovirus_Rhinovirus,0,42,0.00
2018-2019,201922,06/01/19,Northern,HMPV,0,42,0.00
2018-2019,201922,06/01/19,Northern,Parainfluenza_1,0,42,0.00
2018-2019,201922,06/01/19,Northern,Parainfluenza_2,0,42,0.00
2018-2019,201922,06/01/19,Northern,Parainfluenza_3,5,42,11.90
2018-2019,201922,06/01/19,Northern,Parainfluenza_4,0,42,0.00
2018-2019,201922,06/01/19,Northern,Parainfluenza_UnknownType,0,42,0.00
2018-2019,201922,06/01/19,Northern,Total_Parainfluenza,5,42,11.90
2018-2019,201922,06/01/19,Upper Southern,Influenza_A,3,386,0.78
2018-2019,201922,06/01/19,Upper Southern,Influenza_B,1,386,0.26
2018-2019,201922,06/01/19,Upper Southern,Total_Influenza,4,386,1.04
2018-2019,201922,06/01/19,Upper Southern,RSV,2,378,0.53
2018-2019,201922,06/01/19,Upper Southern,Adenovirus,13,315,4.13
2018-2019,201922,06/01/19,Upper Southern,Coronavirus_HKU1,0,171,0.00
2018-2019,201922,06/01/19,Upper Southern,Coronavirus_NL63,0,171,0.00
2018-2019,201922,06/01/19,Upper Southern,Coronavirus_OC43,0,171,0.00
2018-2019,201922,06/01/19,Upper Southern,Coronavirus_229E,0,171,0.00
2018-2019,201922,06/01/19,Upper Southern,Coronavirus_UnknownType,1,171,0.58
2018-2019,201922,06/01/19,Upper Southern,Total_Coronavirus,1,171,0.58
2018-2019,201922,06/01/19,Upper Southern,Enterovirus_Rhinovirus,93,315,29.52
2018-2019,201922,06/01/19,Upper Southern,HMPV,5,315,1.59
2018-2019,201922,06/01/19,Upper Southern,Parainfluenza_1,0,315,0.00
2018-2019,201922,06/01/19,Upper Southern,Parainfluenza_2,0,315,0.00
2018-2019,201922,06/01/19,Upper Southern,Parainfluenza_3,30,315,9.52
2018-2019,201922,06/01/19,Upper Southern,Parainfluenza_4,0,315,0.00
2018-2019,201922,06/01/19,Upper Southern,Parainfluenza_UnknownType,0,315,0.00
2018-2019,201922,06/01/19,Upper Southern,Total_Parainfluenza,30,315,9.52
2018-2019,201922,06/01/19,Upper/Lower Southern,Influenza_A,7,685,1.02
2018-2019,201922,06/01/19,Upper/Lower Southern,Influenza_B,2,685,0.29
2018-2019,201922,06/01/19,Upper/Lower Southern,Total_Influenza,9,685,1.31
2018-2019,201922,06/01/19,Upper/Lower Southern,RSV,2,685,0.29
2018-2019,201922,06/01/19,Upper/Lower Southern,Adenovirus,20,685,2.92
2018-2019,201922,06/01/19,Upper/Lower Southern,Coronavirus_HKU1,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Coronavirus_NL63,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Coronavirus_OC43,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Coronavirus_229E,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Coronavirus_UnknownType,3,685,0.44
2018-2019,201922,06/01/19,Upper/Lower Southern,Total_Coronavirus,3,685,0.44
2018-2019,201922,06/01/19,Upper/Lower Southern,Enterovirus_Rhinovirus,166,685,24.23
2018-2019,201922,06/01/19,Upper/Lower Southern,HMPV,15,685,2.19
2018-2019,201922,06/01/19,Upper/Lower Southern,Parainfluenza_1,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Parainfluenza_2,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Parainfluenza_3,64,685,9.34
2018-2019,201922,06/01/19,Upper/Lower Southern,Parainfluenza_4,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,685,0.00
2018-2019,201922,06/01/19,Upper/Lower Southern,Total_Parainfluenza,64,685,9.34
2018-2019,201923,06/08/19,Bay Area,Influenza_A,6,248,2.42
2018-2019,201923,06/08/19,Bay Area,Influenza_B,0,248,0.00
2018-2019,201923,06/08/19,Bay Area,Total_Influenza,6,248,2.42
2018-2019,201923,06/08/19,Bay Area,RSV,1,248,0.40
2018-2019,201923,06/08/19,Bay Area,Adenovirus,14,223,6.28
2018-2019,201923,06/08/19,Bay Area,Coronavirus_HKU1,0,0,
2018-2019,201923,06/08/19,Bay Area,Coronavirus_NL63,0,0,
2018-2019,201923,06/08/19,Bay Area,Coronavirus_OC43,0,0,
2018-2019,201923,06/08/19,Bay Area,Coronavirus_229E,0,0,
2018-2019,201923,06/08/19,Bay Area,Coronavirus_UnknownType,0,0,
