,date_code,region,Respiratory_Virus,Number_Positive
4232,2019-02,Central,Influenza_A,445
4233,2019-02,Central,Influenza_B,10
4234,2019-02,Central,Parainfluenza_1,0
4235,2019-02,Central,Parainfluenza_2,2
4236,2019-02,Central,Parainfluenza_3,9
4237,2019-02,Central,Parainfluenza_4,1
4238,2019-02,Central,Parainfluenza_UnknownType,0
4239,2019-02,Central,RSV,531
4240,2019-02,Northern,Adenovirus,7
4241,2019-02,Northern,Coronavirus_229E,0
4242,2019-02,Northern,Coronavirus_HKU1,0
4243,2019-02,Northern,Coronavirus_NL63,0
4244,2019-02,Northern,Coronavirus_OC43,0
4245,2019-02,Northern,Coronavirus_UnknownType,0
4246,2019-02,Northern,Enterovirus_Rhinovirus,32
4247,2019-02,Northern,HMPV,6
4248,2019-02,Northern,Influenza_A,602
4249,2019-02,Northern,Influenza_B,8
4250,2019-02,Northern,Parainfluenza_1,0
4251,2019-02,Northern,Parainfluenza_2,0
4252,2019-02,Northern,Parainfluenza_3,4
4253,2019-02,Northern,Parainfluenza_4,1
4254,2019-02,Northern,Parainfluenza_UnknownType,0
4255,2019-02,Northern,RSV,303
4256,2019-02,Southern,Adenovirus,159
4257,2019-02,Southern,Coronavirus_229E,0
4258,2019-02,Southern,Coronavirus_HKU1,44
4259,2019-02,Southern,Coronavirus_NL63,0
4260,2019-02,Southern,Coronavirus_OC43,0
4261,2019-02,Southern,Coronavirus_UnknownType,259
4262,2019-02,Southern,Enterovirus_Rhinovirus,1139
4263,2019-02,Southern,HMPV,469
4264,2019-02,Southern,Influenza_A,1361
4265,2019-02,Southern,Influenza_B,27
4266,2019-02,Southern,Parainfluenza_1,9
4267,2019-02,Southern,Parainfluenza_2,18
4268,2019-02,Southern,Parainfluenza_3,62
4269,2019-02,Southern,Parainfluenza_4,4
4270,2019-02,Southern,Parainfluenza_UnknownType,0
4271,2019-02,Southern,RSV,1469
4272,2019-03,Bay Area,Adenovirus,36
4273,2019-03,Bay Area,Coronavirus_229E,0
4274,2019-03,Bay Area,Coronavirus_HKU1,0
4275,2019-03,Bay Area,Coronavirus_NL63,0
4276,2019-03,Bay Area,Coronavirus_OC43,0
4277,2019-03,Bay Area,Coronavirus_UnknownType,0
4278,2019-03,Bay Area,Enterovirus_Rhinovirus,169
4279,2019-03,Bay Area,HMPV,79
4280,2019-03,Bay Area,Influenza_A,2373
4281,2019-03,Bay Area,Influenza_B,35
4282,2019-03,Bay Area,Parainfluenza_1,3
4283,2019-03,Bay Area,Parainfluenza_2,1
4284,2019-03,Bay Area,Parainfluenza_3,35
4285,2019-03,Bay Area,Parainfluenza_4,1
4286,2019-03,Bay Area,Parainfluenza_UnknownType,0
4287,2019-03,Bay Area,RSV,521
4288,2019-03,Central,Adenovirus,16
4289,2019-03,Central,Coronavirus_229E,4
4290,2019-03,Central,Coronavirus_HKU1,0
4291,2019-03,Central,Coronavirus_NL63,2
4292,2019-03,Central,Coronavirus_OC43,12
4293,2019-03,Central,Coronavirus_UnknownType,26
4294,2019-03,Central,Enterovirus_Rhinovirus,124
4295,2019-03,Central,HMPV,40
4296,2019-03,Central,Influenza_A,952
4297,2019-03,Central,Influenza_B,7
4298,2019-03,Central,Parainfluenza_1,1
4299,2019-03,Central,Parainfluenza_2,1
4300,2019-03,Central,Parainfluenza_3,14
4301,2019-03,Central,Parainfluenza_4,2
4302,2019-03,Central,Parainfluenza_UnknownType,0
4303,2019-03,Central,RSV,336
4304,2019-03,Northern,Adenovirus,4
4305,2019-03,Northern,Coronavirus_229E,0
4306,2019-03,Northern,Coronavirus_HKU1,0
4307,2019-03,Northern,Coronavirus_NL63,0
4308,2019-03,Northern,Coronavirus_OC43,0
4309,2019-03,Northern,Coronavirus_UnknownType,0
4310,2019-03,Northern,Enterovirus_Rhinovirus,42
4311,2019-03,Northern,HMPV,19
4312,2019-03,Northern,Influenza_A,787
4313,2019-03,Northern,Influenza_B,16
4314,2019-03,Northern,Parainfluenza_1,0
4315,2019-03,Northern,Parainfluenza_2,0
4316,2019-03,Northern,Parainfluenza_3,11
4317,2019-03,Northern,Parainfluenza_4,0
4318,2019-03,Northern,Parainfluenza_UnknownType,0
4319,2019-03,Northern,RSV,206
4320,2019-03,Southern,Adenovirus,168
4321,2019-03,Southern,Coronavirus_229E,0
4322,2019-03,Southern,Coronavirus_HKU1,35
4323,2019-03,Southern,Coronavirus_NL63,0
4324,2019-03,Southern,Coronavirus_OC43,0
4325,2019-03,Southern,Coronavirus_UnknownType,155
4326,2019-03,Southern,Enterovirus_Rhinovirus,1177
4327,2019-03,Southern,HMPV,675
4328,2019-03,Southern,Influenza_A,1259
4329,2019-03,Southern,Influenza_B,39
4330,2019-03,Southern,Parainfluenza_1,10
4331,2019-03,Southern,Parainfluenza_2,3
4332,2019-03,Southern,Parainfluenza_3,178
4333,2019-03,Southern,Parainfluenza_4,5
4334,2019-03,Southern,Parainfluenza_UnknownType,0
4335,2019-03,Southern,RSV,1066
4336,2019-04,Bay Area,Adenovirus,49
4337,2019-04,Bay Area,Coronavirus_229E,0
4338,2019-04,Bay Area,Coronavirus_HKU1,0
4339,2019-04,Bay Area,Coronavirus_NL63,0
4340,2019-04,Bay Area,Coronavirus_OC43,0
4341,2019-04,Bay Area,Coronavirus_UnknownType,0
4342,2019-04,Bay Area,Enterovirus_Rhinovirus,146
4343,2019-04,Bay Area,HMPV,51
4344,2019-04,Bay Area,Influenza_A,618
4345,2019-04,Bay Area,Influenza_B,26
4346,2019-04,Bay Area,Parainfluenza_1,3
4347,2019-04,Bay Area,Parainfluenza_2,1
4348,2019-04,Bay Area,Parainfluenza_3,73
4349,2019-04,Bay Area,Parainfluenza_4,1
4350,2019-04,Bay Area,Parainfluenza_UnknownType,0
4351,2019-04,Bay Area,RSV,144
4352,2019-04,Central,Adenovirus,24
4353,2019-04,Central,Coronavirus_229E,2
4354,2019-04,Central,Coronavirus_HKU1,0
4355,2019-04,Central,Coronavirus_NL63,2
4356,2019-04,Central,Coronavirus_OC43,4
4357,2019-04,Central,Coronavirus_UnknownType,50
4358,2019-04,Central,Enterovirus_Rhinovirus,155
4359,2019-04,Central,HMPV,34
4360,2019-04,Central,Influenza_A,421
4361,2019-04,Central,Influenza_B,6
4362,2019-04,Central,Parainfluenza_1,1
4363,2019-04,Central,Parainfluenza_2,0
4364,2019-04,Central,Parainfluenza_3,40
4365,2019-04,Central,Parainfluenza_4,3
4366,2019-04,Central,Parainfluenza_UnknownType,0
4367,2019-04,Central,RSV,99
4368,2019-04,Northern,Adenovirus,13
4369,2019-04,Northern,Coronavirus_229E,0
4370,2019-04,Northern,Coronavirus_HKU1,0
4371,2019-04,Northern,Coronavirus_NL63,0
4372,2019-04,Northern,Coronavirus_OC43,0
4373,2019-04,Northern,Coronavirus_UnknownType,0
4374,2019-04,Northern,Enterovirus_Rhinovirus,23
4375,2019-04,Northern,HMPV,8
4376,2019-04,Northern,Influenza_A,154
4377,2019-04,Northern,Influenza_B,4
4378,2019-04,Northern,Parainfluenza_1,0
4379,2019-04,Northern,Parainfluenza_2,0
4380,2019-04,Northern,Parainfluenza_3,15
4381,2019-04,Northern,Parainfluenza_4,0
4382,2019-04,Northern,Parainfluenza_UnknownType,0
4383,2019-04,Northern,RSV,56
4384,2019-04,Southern,Adenovirus,234
4385,2019-04,Southern,Coronavirus_229E,0
4386,2019-04,Southern,Coronavirus_HKU1,10
4387,2019-04,Southern,Coronavirus_NL63,0
4388,2019-04,Southern,Coronavirus_OC43,0
4389,2019-04,Southern,Coronavirus_UnknownType,91
4390,2019-04,Southern,Enterovirus_Rhinovirus,1354
4391,2019-04,Southern,HMPV,398
4392,2019-04,Southern,Influenza_A,425
4393,2019-04,Southern,Influenza_B,42
4394,2019-04,Southern,Parainfluenza_1,14
4395,2019-04,Southern,Parainfluenza_2,5
4396,2019-04,Southern,Parainfluenza_3,444
4397,2019-04,Southern,Parainfluenza_4,6
4398,2019-04,Southern,Parainfluenza_UnknownType,0
4399,2019-04,Southern,RSV,343
4400,2019-05,Bay Area,Adenovirus,53
4401,2019-05,Bay Area,Coronavirus_229E,0
4402,2019-05,Bay Area,Coronavirus_HKU1,0
4403,2019-05,Bay Area,Coronavirus_NL63,0
4404,2019-05,Bay Area,Coronavirus_OC43,0
4405,2019-05,Bay Area,Coronavirus_UnknownType,0
4406,2019-05,Bay Area,Enterovirus_Rhinovirus,139
4407,2019-05,Bay Area,HMPV,22
4408,2019-05,Bay Area,Influenza_A,42
4409,2019-05,Bay Area,Influenza_B,7
4410,2019-05,Bay Area,Parainfluenza_1,2
4411,2019-05,Bay Area,Parainfluenza_2,1
4412,2019-05,Bay Area,Parainfluenza_3,114
4413,2019-05,Bay Area,Parainfluenza_4,0
4414,2019-05,Bay Area,Parainfluenza_UnknownType,0
4415,2019-05,Bay Area,RSV,25
4416,2019-05,Central,Adenovirus,22
4417,2019-05,Central,Coronavirus_229E,1
4418,2019-05,Central,Coronavirus_HKU1,2
4419,2019-05,Central,Coronavirus_NL63,0
4420,2019-05,Central,Coronavirus_OC43,6
4421,2019-05,Central,Coronavirus_UnknownType,73
4422,2019-05,Central,Enterovirus_Rhinovirus,119
4423,2019-05,Central,HMPV,9
4424,2019-05,Central,Influenza_A,11
4425,2019-05,Central,Influenza_B,1
4426,2019-05,Central,Parainfluenza_1,1
4427,2019-05,Central,Parainfluenza_2,1
4428,2019-05,Central,Parainfluenza_3,30
4429,2019-05,Central,Parainfluenza_4,0
4430,2019-05,Central,Parainfluenza_UnknownType,0
4431,2019-05,Central,RSV,7
4432,2019-05,Northern,Adenovirus,17
4433,2019-05,Northern,Coronavirus_229E,0
4434,2019-05,Northern,Coronavirus_HKU1,0
4435,2019-05,Northern,Coronavirus_NL63,0
4436,2019-05,Northern,Coronavirus_OC43,0
4437,2019-05,Northern,Coronavirus_UnknownType,0
4438,2019-05,Northern,Enterovirus_Rhinovirus,19
4439,2019-05,Northern,HMPV,5
4440,2019-05,Northern,Influenza_A,18
4441,2019-05,Northern,Influenza_B,2
4442,2019-05,Northern,Parainfluenza_1,1
4443,2019-05,Northern,Parainfluenza_2,0
4444,2019-05,Northern,Parainfluenza_3,34
4445,2019-05,Northern,Parainfluenza_4,1
4446,2019-05,Northern,Parainfluenza_UnknownType,0
4447,2019-05,Northern,RSV,2
4448,2019-05,Southern,Adenovirus,177
4449,2019-05,Southern,Coronavirus_229E,0
4450,2019-05,Southern,Coronavirus_HKU1,6
4451,2019-05,Southern,Coronavirus_NL63,0
4452,2019-05,Southern,Coronavirus_OC43,0
4453,2019-05,Southern,Coronavirus_UnknownType,31
4454,2019-05,Southern,Enterovirus_Rhinovirus,1116
4455,2019-05,Southern,HMPV,127
4456,2019-05,Southern,Influenza_A,51
4457,2019-05,Southern,Influenza_B,23
4458,2019-05,Southern,Parainfluenza_1,9
4459,2019-05,Southern,Parainfluenza_2,2
4460,2019-05,Southern,Parainfluenza_3,418
4461,2019-05,Southern,Parainfluenza_4,1
4462,2019-05,Southern,Parainfluenza_UnknownType,0
4463,2019-05,Southern,RSV,44
4464,2019-06,Bay Area,Adenovirus,53
4465,2019-06,Bay Area,Coronavirus_229E,0
4466,2019-06,Bay Area,Coronavirus_HKU1,0
4467,2019-06,Bay Area,Coronavirus_NL63,0
4468,2019-06,Bay Area,Coronavirus_OC43,0
4469,2019-06,Bay Area,Coronavirus_UnknownType,0
4470,2019-06,Bay Area,Enterovirus_Rhinovirus,71
4471,2019-06,Bay Area,HMPV,12
4472,2019-06,Bay Area,Influenza_A,17
4473,2019-06,Bay Area,Influenza_B,0
4474,2019-06,Bay Area,Parainfluenza_1,1
4475,2019-06,Bay Area,Parainfluenza_2,8
4476,2019-06,Bay Area,Parainfluenza_3,63
4477,2019-06,Bay Area,Parainfluenza_4,1
4478,2019-06,Bay Area,Parainfluenza_UnknownType,0
4479,2019-06,Bay Area,RSV,6
4480,2019-06,Central,Adenovirus,8
4481,2019-06,Central,Coronavirus_229E,0
4482,2019-06,Central,Coronavirus_HKU1,0
4483,2019-06,Central,Coronavirus_NL63,0
4484,2019-06,Central,Coronavirus_OC43,2
4485,2019-06,Central,Coronavirus_UnknownType,38
4486,2019-06,Central,Enterovirus_Rhinovirus,69
4487,2019-06,Central,HMPV,5
4488,2019-06,Central,Influenza_A,2
4489,2019-06,Central,Influenza_B,1
4490,2019-06,Central,Parainfluenza_1,2
4491,2019-06,Central,Parainfluenza_2,0
4492,2019-06,Central,Parainfluenza_3,9
4493,2019-06,Central,Parainfluenza_4,1
4494,2019-06,Central,Parainfluenza_UnknownType,0
4495,2019-06,Central,RSV,3
4496,2019-06,Northern,Adenovirus,15
4497,2019-06,Northern,Coronavirus_229E,0
4498,2019-06,Northern,Coronavirus_HKU1,0
4499,2019-06,Northern,Coronavirus_NL63,0
4500,2019-06,Northern,Coronavirus_OC43,0
4501,2019-06,Northern,Coronavirus_UnknownType,0
4502,2019-06,Northern,Enterovirus_Rhinovirus,0
4503,2019-06,Northern,HMPV,0
4504,2019-06,Northern,Influenza_A,1
4505,2019-06,Northern,Influenza_B,0
4506,2019-06,Northern,Parainfluenza_1,1
4507,2019-06,Northern,Parainfluenza_2,0
4508,2019-06,Northern,Parainfluenza_3,11
4509,2019-06,Northern,Parainfluenza_4,0
4510,2019-06,Northern,Parainfluenza_UnknownType,0
4511,2019-06,Northern,RSV,1
4512,2019-06,Southern,Adenovirus,153
4513,2019-06,Southern,Coronavirus_229E,0
4514,2019-06,Southern,Coronavirus_HKU1,1
4515,2019-06,Southern,Coronavirus_NL63,0
4516,2019-06,Southern,Coronavirus_OC43,0
4517,2019-06,Southern,Coronavirus_UnknownType,15
4518,2019-06,Southern,Enterovirus_Rhinovirus,857
4519,2019-06,Southern,HMPV,65
4520,2019-06,Southern,Influenza_A,29
4521,2019-06,Southern,Influenza_B,17
4522,2019-06,Southern,Parainfluenza_1,9
4523,2019-06,Southern,Parainfluenza_2,1
4524,2019-06,Southern,Parainfluenza_3,267
4525,2019-06,Southern,Parainfluenza_4,0
4526,2019-06,Southern,Parainfluenza_UnknownType,0
4527,2019-06,Southern,RSV,18
4528,2019-07,Bay Area,Adenovirus,23
4529,2019-07,Bay Area,Coronavirus_229E,0
4530,2019-07,Bay Area,Coronavirus_HKU1,0
4531,2019-07,Bay Area,Coronavirus_NL63,0
4532,2019-07,Bay Area,Coronavirus_OC43,0
4533,2019-07,Bay Area,Coronavirus_UnknownType,0
4534,2019-07,Bay Area,Enterovirus_Rhinovirus,74
4535,2019-07,Bay Area,HMPV,3
4536,2019-07,Bay Area,Influenza_A,16
4537,2019-07,Bay Area,Influenza_B,7
4538,2019-07,Bay Area,Parainfluenza_1,2
4539,2019-07,Bay Area,Parainfluenza_2,0
4540,2019-07,Bay Area,Parainfluenza_3,38
4541,2019-07,Bay Area,Parainfluenza_4,1
4542,2019-07,Bay Area,Parainfluenza_UnknownType,0
4543,2019-07,Bay Area,RSV,4
4544,2019-07,Central,Adenovirus,10
4545,2019-07,Central,Coronavirus_229E,1
4546,2019-07,Central,Coronavirus_HKU1,1
4547,2019-07,Central,Coronavirus_NL63,0
4548,2019-07,Central,Coronavirus_OC43,1
4549,2019-07,Central,Coronavirus_UnknownType,0
4550,2019-07,Central,Enterovirus_Rhinovirus,51
4551,2019-07,Central,HMPV,1
4552,2019-07,Central,Influenza_A,0
4553,2019-07,Central,Influenza_B,0
4554,2019-07,Central,Parainfluenza_1,0
4555,2019-07,Central,Parainfluenza_2,1
4556,2019-07,Central,Parainfluenza_3,19
4557,2019-07,Central,Parainfluenza_4,0
4558,2019-07,Central,Parainfluenza_UnknownType,0
4559,2019-07,Central,RSV,4
4560,2019-07,Northern,Adenovirus,16
4561,2019-07,Northern,Coronavirus_229E,0
4562,2019-07,Northern,Coronavirus_HKU1,0
4563,2019-07,Northern,Coronavirus_NL63,0
4564,2019-07,Northern,Coronavirus_OC43,0
4565,2019-07,Northern,Coronavirus_UnknownType,0
4566,2019-07,Northern,Enterovirus_Rhinovirus,9
4567,2019-07,Northern,HMPV,0
4568,2019-07,Northern,Influenza_A,1
4569,2019-07,Northern,Influenza_B,0
4570,2019-07,Northern,Parainfluenza_1,0
4571,2019-07,Northern,Parainfluenza_2,0
4572,2019-07,Northern,Parainfluenza_3,3
4573,2019-07,Northern,Parainfluenza_4,0
4574,2019-07,Northern,Parainfluenza_UnknownType,0
4575,2019-07,Northern,RSV,2
4576,2019-07,Southern,Adenovirus,57
4577,2019-07,Southern,Coronavirus_229E,0
4578,2019-07,Southern,Coronavirus_HKU1,0
4579,2019-07,Southern,Coronavirus_NL63,0
4580,2019-07,Southern,Coronavirus_OC43,0
4581,2019-07,Southern,Coronavirus_UnknownType,4
4582,2019-07,Southern,Enterovirus_Rhinovirus,266
4583,2019-07,Southern,HMPV,7
4584,2019-07,Southern,Influenza_A,12
4585,2019-07,Southern,Influenza_B,3
4586,2019-07,Southern,Parainfluenza_1,14
4587,2019-07,Southern,Parainfluenza_2,1
4588,2019-07,Southern,Parainfluenza_3,59
4589,2019-07,Southern,Parainfluenza_4,5
4590,2019-07,Southern,Parainfluenza_UnknownType,0
4591,2019-07,Southern,RSV,7
4592,2019-08,Bay Area,Adenovirus,21
4593,2019-08,Bay Area,Coronavirus_229E,0
4594,2019-08,Bay Area,Coronavirus_HKU1,0
4595,2019-08,Bay Area,Coronavirus_NL63,0
4596,2019-08,Bay Area,Coronavirus_OC43,0
4597,2019-08,Bay Area,Coronavirus_UnknownType,0
4598,2019-08,Bay Area,Enterovirus_Rhinovirus,120
4599,2019-08,Bay Area,HMPV,7
4600,2019-08,Bay Area,Influenza_A,16
4601,2019-08,Bay Area,Influenza_B,9
4602,2019-08,Bay Area,Parainfluenza_1,8
4603,2019-08,Bay Area,Parainfluenza_2,1
4604,2019-08,Bay Area,Parainfluenza_3,7
4605,2019-08,Bay Area,Parainfluenza_4,1
4606,2019-08,Bay Area,Parainfluenza_UnknownType,0
4607,2019-08,Bay Area,RSV,5
4608,2019-08,Central,Adenovirus,16
4609,2019-08,Central,Coronavirus_229E,2
4610,2019-08,Central,Coronavirus_HKU1,2
4611,2019-08,Central,Coronavirus_NL63,0
4612,2019-08,Central,Coronavirus_OC43,0
4613,2019-08,Central,Coronavirus_UnknownType,0
4614,2019-08,Central,Enterovirus_Rhinovirus,70
4615,2019-08,Central,HMPV,1
4616,2019-08,Central,Influenza_A,0
4617,2019-08,Central,Influenza_B,1
4618,2019-08,Central,Parainfluenza_1,4
4619,2019-08,Central,Parainfluenza_2,1
4620,2019-08,Central,Parainfluenza_3,5
4621,2019-08,Central,Parainfluenza_4,0
4622,2019-08,Central,Parainfluenza_UnknownType,0
4623,2019-08,Central,RSV,0
4624,2019-08,Northern,Adenovirus,6
4625,2019-08,Northern,Coronavirus_229E,0
4626,2019-08,Northern,Coronavirus_HKU1,0
4627,2019-08,Northern,Coronavirus_NL63,0
4628,2019-08,Northern,Coronavirus_OC43,0
4629,2019-08,Northern,Coronavirus_UnknownType,0
4630,2019-08,Northern,Enterovirus_Rhinovirus,27
4631,2019-08,Northern,HMPV,1
4632,2019-08,Northern,Influenza_A,3
4633,2019-08,Northern,Influenza_B,0
4634,2019-08,Northern,Parainfluenza_1,2
4635,2019-08,Northern,Parainfluenza_2,0
4636,2019-08,Northern,Parainfluenza_3,2
4637,2019-08,Northern,Parainfluenza_4,0
4638,2019-08,Northern,Parainfluenza_UnknownType,0
4639,2019-08,Northern,RSV,0
4640,2019-08,Southern,Adenovirus,55
4641,2019-08,Southern,Coronavirus_229E,0
4642,2019-08,Southern,Coronavirus_HKU1,0
4643,2019-08,Southern,Coronavirus_NL63,0
4644,2019-08,Southern,Coronavirus_OC43,0
4645,2019-08,Southern,Coronavirus_UnknownType,4
4646,2019-08,Southern,Enterovirus_Rhinovirus,280
4647,2019-08,Southern,HMPV,4
4648,2019-08,Southern,Influenza_A,9
4649,2019-08,Southern,Influenza_B,7
4650,2019-08,Southern,Parainfluenza_1,30
4651,2019-08,Southern,Parainfluenza_2,1
4652,2019-08,Southern,Parainfluenza_3,17
4653,2019-08,Southern,Parainfluenza_4,3
4654,2019-08,Southern,Parainfluenza_UnknownType,0
4655,2019-08,Southern,RSV,5
4656,2019-09,Bay Area,Adenovirus,20
4657,2019-09,Bay Area,Coronavirus_229E,0
4658,2019-09,Bay Area,Coronavirus_HKU1,0
4659,2019-09,Bay Area,Coronavirus_NL63,0
4660,2019-09,Bay Area,Coronavirus_OC43,0
4661,2019-09,Bay Area,Coronavirus_UnknownType,0
4662,2019-09,Bay Area,Enterovirus_Rhinovirus,355
4663,2019-09,Bay Area,HMPV,10
4664,2019-09,Bay Area,Influenza_A,23
4665,2019-09,Bay Area,Influenza_B,15
4666,2019-09,Bay Area,Parainfluenza_1,45
4667,2019-09,Bay Area,Parainfluenza_2,1
4668,2019-09,Bay Area,Parainfluenza_3,8
4669,2019-09,Bay Area,Parainfluenza_4,4
4670,2019-09,Bay Area,Parainfluenza_UnknownType,0
4671,2019-09,Bay Area,RSV,11
4672,2019-09,Central,Adenovirus,22
4673,2019-09,Central,Coronavirus_229E,0
4674,2019-09,Central,Coronavirus_HKU1,1
4675,2019-09,Central,Coronavirus_NL63,0
4676,2019-09,Central,Coronavirus_OC43,0
4677,2019-09,Central,Coronavirus_UnknownType,0
4678,2019-09,Central,Enterovirus_Rhinovirus,156
4679,2019-09,Central,HMPV,1
4680,2019-09,Central,Influenza_A,1
4681,2019-09,Central,Influenza_B,1
4682,2019-09,Central,Parainfluenza_1,17
4683,2019-09,Central,Parainfluenza_2,1
4684,2019-09,Central,Parainfluenza_3,1
4685,2019-09,Central,Parainfluenza_4,2
4686,2019-09,Central,Parainfluenza_UnknownType,0
4687,2019-09,Central,RSV,1
4688,2019-09,Northern,Adenovirus,15
4689,2019-09,Northern,Coronavirus_229E,0
4690,2019-09,Northern,Coronavirus_HKU1,0
4691,2019-09,Northern,Coronavirus_NL63,0
4692,2019-09,Northern,Coronavirus_OC43,0
4693,2019-09,Northern,Coronavirus_UnknownType,0
4694,2019-09,Northern,Enterovirus_Rhinovirus,85
4695,2019-09,Northern,HMPV,1
4696,2019-09,Northern,Influenza_A,5
4697,2019-09,Northern,Influenza_B,2
4698,2019-09,Northern,Parainfluenza_1,14
4699,2019-09,Northern,Parainfluenza_2,1
4700,2019-09,Northern,Parainfluenza_3,3
4701,2019-09,Northern,Parainfluenza_4,0
4702,2019-09,Northern,Parainfluenza_UnknownType,0
4703,2019-09,Northern,RSV,1
4704,2019-09,Southern,Adenovirus,57
4705,2019-09,Southern,Coronavirus_229E,0
4706,2019-09,Southern,Coronavirus_HKU1,0
4707,2019-09,Southern,Coronavirus_NL63,0
4708,2019-09,Southern,Coronavirus_OC43,0
4709,2019-09,Southern,Coronavirus_UnknownType,5
4710,2019-09,Southern,Enterovirus_Rhinovirus,771
4711,2019-09,Southern,HMPV,11
4712,2019-09,Southern,Influenza_A,24
4713,2019-09,Southern,Influenza_B,10
4714,2019-09,Southern,Parainfluenza_1,192
4715,2019-09,Southern,Parainfluenza_2,5
4716,2019-09,Southern,Parainfluenza_3,17
4717,2019-09,Southern,Parainfluenza_4,11
4718,2019-09,Southern,Parainfluenza_UnknownType,0
4719,2019-09,Southern,RSV,22
4720,2019-10,Bay Area,Adenovirus,25
4721,2019-10,Bay Area,Coronavirus_229E,0
4722,2019-10,Bay Area,Coronavirus_HKU1,0
4723,2019-10,Bay Area,Coronavirus_NL63,0
4724,2019-10,Bay Area,Coronavirus_OC43,0
4725,2019-10,Bay Area,Coronavirus_UnknownType,0
4726,2019-10,Bay Area,Enterovirus_Rhinovirus,256
4727,2019-10,Bay Area,HMPV,9
4728,2019-10,Bay Area,Influenza_A,73
4729,2019-10,Bay Area,Influenza_B,75
4730,2019-10,Bay Area,Parainfluenza_1,78
4731,2019-10,Bay Area,Parainfluenza_2,0
4732,2019-10,Bay Area,Parainfluenza_3,5
4733,2019-10,Bay Area,Parainfluenza_4,3
4734,2019-10,Bay Area,Parainfluenza_UnknownType,0
4735,2019-10,Bay Area,RSV,39
4736,2019-10,Central,Adenovirus,24
4737,2019-10,Central,Coronavirus_229E,1
4738,2019-10,Central,Coronavirus_HKU1,5
4739,2019-10,Central,Coronavirus_NL63,2
4740,2019-10,Central,Coronavirus_OC43,2
4741,2019-10,Central,Coronavirus_UnknownType,0
4742,2019-10,Central,Enterovirus_Rhinovirus,122
4743,2019-10,Central,HMPV,2
4744,2019-10,Central,Influenza_A,5
4745,2019-10,Central,Influenza_B,4
4746,2019-10,Central,Parainfluenza_1,51
4747,2019-10,Central,Parainfluenza_2,1
4748,2019-10,Central,Parainfluenza_3,3
4749,2019-10,Central,Parainfluenza_4,3
4750,2019-10,Central,Parainfluenza_UnknownType,0
4751,2019-10,Central,RSV,8
4752,2019-10,Northern,Adenovirus,8
4753,2019-10,Northern,Coronavirus_229E,0
4754,2019-10,Northern,Coronavirus_HKU1,0
4755,2019-10,Northern,Coronavirus_NL63,0
4756,2019-10,Northern,Coronavirus_OC43,0
4757,2019-10,Northern,Coronavirus_UnknownType,0
4758,2019-10,Northern,Enterovirus_Rhinovirus,94
4759,2019-10,Northern,HMPV,1
4760,2019-10,Northern,Influenza_A,13
4761,2019-10,Northern,Influenza_B,24
4762,2019-10,Northern,Parainfluenza_1,16
4763,2019-10,Northern,Parainfluenza_2,0
4764,2019-10,Northern,Parainfluenza_3,1
4765,2019-10,Northern,Parainfluenza_4,2
4766,2019-10,Northern,Parainfluenza_UnknownType,0
4767,2019-10,Northern,RSV,4
4768,2019-10,Southern,Adenovirus,89
4769,2019-10,Southern,Coronavirus_229E,0
4770,2019-10,Southern,Coronavirus_HKU1,0
4771,2019-10,Southern,Coronavirus_NL63,0
4772,2019-10,Southern,Coronavirus_OC43,0
4773,2019-10,Southern,Coronavirus_UnknownType,28
4774,2019-10,Southern,Enterovirus_Rhinovirus,934
4775,2019-10,Southern,HMPV,26
4776,2019-10,Southern,Influenza_A,33
4777,2019-10,Southern,Influenza_B,15
4778,2019-10,Southern,Parainfluenza_1,408
4779,2019-10,Southern,Parainfluenza_2,8
4780,2019-10,Southern,Parainfluenza_3,9
4781,2019-10,Southern,Parainfluenza_4,29
4782,2019-10,Southern,Parainfluenza_UnknownType,0
4783,2019-10,Southern,RSV,45
4784,2019-11,Bay Area,Adenovirus,30
4785,2019-11,Bay Area,Coronavirus_229E,0
4786,2019-11,Bay Area,Coronavirus_HKU1,0
4787,2019-11,Bay Area,Coronavirus_NL63,0
4788,2019-11,Bay Area,Coronavirus_OC43,0
4789,2019-11,Bay Area,Coronavirus_UnknownType,0
4790,2019-11,Bay Area,Enterovirus_Rhinovirus,188
4791,2019-11,Bay Area,HMPV,13
4792,2019-11,Bay Area,Influenza_A,356
4793,2019-11,Bay Area,Influenza_B,426
4794,2019-11,Bay Area,Parainfluenza_1,78
4795,2019-11,Bay Area,Parainfluenza_2,3
4796,2019-11,Bay Area,Parainfluenza_3,3
4797,2019-11,Bay Area,Parainfluenza_4,3
4798,2019-11,Bay Area,Parainfluenza_UnknownType,0
4799,2019-11,Bay Area,RSV,143
4800,2019-11,Central,Adenovirus,23
4801,2019-11,Central,Coronavirus_229E,0
4802,2019-11,Central,Coronavirus_HKU1,5
4803,2019-11,Central,Coronavirus_NL63,6
4804,2019-11,Central,Coronavirus_OC43,8
4805,2019-11,Central,Coronavirus_UnknownType,0
4806,2019-11,Central,Enterovirus_Rhinovirus,118
4807,2019-11,Central,HMPV,2
4808,2019-11,Central,Influenza_A,41
4809,2019-11,Central,Influenza_B,76
4810,2019-11,Central,Parainfluenza_1,71
4811,2019-11,Central,Parainfluenza_2,1
4812,2019-11,Central,Parainfluenza_3,1
4813,2019-11,Central,Parainfluenza_4,7
